estar,desc
"[""差""]",哎。。。做飞机就是8好贪小便宜。
"[""还行""]",春秋航空公司成立到现在，我只坐过两次春航的飞机，是出去旅游的，票价是实惠的，但是飞机不太新，廉价航空公司服务也差点。
"[""还行""]",和朋友去桂林玩，因为贪图便宜选择了中秋的航班，早早赶去机场，结果碰上飞机误点近二个小时，等待的时间过的特别漫长哦，但也只能等啊等，终于等到登机了，发现位子间距非常的小哦，大概我人高的关系，又是第一次坐春秋的航班，还真有点不习惯，前面的人还把靠椅放下来，我简直快没办法坐了，飞机上不提供免费简餐，但有一瓶矿水，我觉得挺好的，必竟人家是廉价航空，要求不能太高，服务什么的也还过的去的，就是推销有点烦人
"[""还行""]",好不容易在网上抢到特价票，心中一阵窃喜，到了机场才知道，误点是正常，两个多小时更是家常便饭，平价航空的特色之一，搅得好心情全无，座椅间距小那就忍一忍吧，谁叫自己买的是低价票，空姐或空少连珠炮式的空中推销，令耳朵没的清闲，除发放一小瓶水外啥都米有了，飞行当中还时常颠簸，连杂志报纸都没的看，唯一满意的就是空中绝对安全，这也是航空界的第一要务了。如果以后自己掏钱乘飞机会继续乘坐该公司的，公务出差旅行那另当别论了，呵呵#-#
"[""还行""]",看在他家便宜的份上才选的，不然我才不高兴呢，位子又小，还有推销东西的，就一瓶水。不过这样拉低了国内航空公司的价格，这也是一个很不小的功劳了。
"[""很差""]",这个真的要说一下的。差！
"[""很差""]",去年过年从上海到重庆的航班，早上7点半的飞机。我六点四十到柜台，一会叫我去加急柜台，一会又把我推去普通柜台，愣是七点十五才给办好，我立马吭哧吭哧往登机囗赶，他可好，等我赶到不让登机了，一看时间七点三十一。。。。。nnd，不等我别给我办手续呀。只好回来买东航的飞机走人。幸好航班多，发誓以后永远不坐春秋的飞机！！便宜十倍我也不坐！
"[""还行""]",第一次坐春秋航空的飞机，廉价航空的位子比较小，不过价格便宜也不计较了。不
"[""还行""]",出差从广州回来，公司省成本定这家的，有1年多没坐了，极不习惯位子那么小，连水都没有，而且一直在卖东西好吵好吵啊~
"[""还行""]",价格便宜，座位紧凑是其特色。有一天听说春秋航空要推出站票，当时真是被雷的无以复加。但现在仍未推出这项业务我想是因为民航总局的审批通不过吧
"[""还行""]",春秋的机票通常是同时间段价格最低的。不过座位太小太急，而且一直在推销。。
"[""还行""]",五月底准备港澳游，提前两个月刷到了珠海去程和深圳回程的打折机票，来回都是299，真是超便宜呀咔咔~
"[""还行""]",之前对春秋航空就早有耳闻，没听说过评价好的。
"[""还行""]",春秋就是便宜，便宜的代价就是成本低
"[""好""]",2011.3.9  HK
"[""还行""]",机票的价格有的时候低的让人惊讶，飞机比较小，有时有误班的情况。飞机上面还有推销商品，真是会做生意哈。
"[""好""]",其实选择春秋就是图机票很便宜，以前飞天津也是199的价格，不过现在没有了 
"[""还行""]",厦门回来坐的这趟。。。以前么坐过，贪便宜的后果就是延误2个小时不起飞，上飞机后又等了1个小时才起飞，回家三天了屁股和腰这里的骨头还是痛的，严重怀疑加费的第一排座位的结构。。。什么99元啊199元啊阿拉也没享受到，这次加上燃油费也是300多接近400了，本来厦门到上海全价都没超1000的，怀疑自己当时脑子抽住了定的这家，残古。。。
"[""还行""]",唉，春秋的飞机，让我说什么好呢，只能说还是一分价钱一分货吧，廉价的机票，红眼的航班，眼睛一闭一睁也就到了，要求更多就是奢侈了。
"[""还行""]",更新：要坐春秋的飞机 必须做好晚点两个小时的心理准备！！ 完
"[""好""]",春秋一直有活动呀，还有抢199的飞机票...
"[""差""]",俗话说，便宜没好货。这次出去，坐的都是春秋航空的班机。换票时，说是给第一排，加30元，第一排要比以后的座要稍好一些。回来做的第四排，真是苦死了，膝盖顶在前排，伸不直，位子不能靠后，死的，桌板翻下来只能靠在肚皮上，不能放到底，形同摆设。路上还推销什么飞机模型、钛手链什么东西。眼睛还贼尖，不能拍照，照相机一拿出来就叫了。价钱虽然便宜，但是累死了，好象坐火车似的，小孩哭大人叫，乱糟糟的。上下机没有专用过道，都靠走，爬梯子，真累！
"[""还行""]",坐春秋航空是第一次自己乘飞机，当时还窃喜能买到那么便宜的飞机票。可是很不幸的是我的行李超重了，交了70多块钱的超重费，原来春秋的行李重量要求比其它飞机要来的高，大概就20斤的重量。一旦超重就要把随身的东西也一起称重，真是悲剧。
"[""好""]",因为便宜所以才选择喽~某樱偶尔也会去外地。。所以坐过2次。。不得不说，价钱一旦便宜，势必有些东西就不能和其他的比。。。这个道理大家都懂。。机身小就不说了，还玩推销= = 。。。樱感到很无奈。。好在都是短途的，唉。。。
"[""差""]",火大，经常搞特价让人看着心痒痒
"[""很差""]",就是个垃圾航空公司 行李要求那么严 虽然打着99的旗帜说便宜 但是行李超重 加钱购买座位 飞机晚点 乘机时不提供任何食物 而且整个飞行过程都在引导乘客购物 以后再也不会坐了
"[""还行""]",她家唯一的优势就在于很便宜
"[""很差""]",标准的垃圾公司，说起乘过它家的飞机，简直是丢脸。
"[""好""]",原本想在携程订的港澳自由行，可是他家的价格真是日长夜长，一个一样价，不要看是xxxx起，选好酒店的价格远远要高于最低价很多，实在承受不起，所以订了春秋的。
"[""差""]",这个这个...只能说可能的情况下请大家尽量不要选择春秋航空
"[""还行""]",选择春秋确实是因为便宜。
"[""很差""]",不选择春秋航空的五大理由!
"[""好""]",他家的老总是做春秋旅游出身的，因此做大了之后就想着要有自己的飞机，这样能减少成本，于是，创立了这家低成本的廉价航空公司。
"[""还行""]",看在价钱的份上，我觉得还行，就是这飞机真小，只有水喝，不过这价格有水喝就不错了，对吧？~！去三亚的时候订的这个飞机，真震惊，这飞机上的空乘一直在推销，名不虚传啊，不过我睡着了。。。回来的时候+20换到前面的位置，挺舒服的
"[""还行""]",因为选了春秋跟团游，所以飞机自然也是坐春秋航空的了
"[""还行""]",订了9月25号从厦门回上海的机票。。。机票380，燃油费加机场税为90 一共470元
"[""还行""]","以前坐过几次春秋的航班,没啥好的,就是人家机票便宜,所谓一“俊”遮“百丑”，谁让俺是一“穷人”呢。"
"[""好""]",这个公司么完全属于特价票，所以服务什么也不好
"[""很好""]",到云南旅游 网上订票 因为他们家价格实在便宜 定了来回的机票 因为网上评价实在不好 还有他们家行李也只有每个人15公斤 包括带上飞机的  怀着忐忑的心 上了飞机 上海--昆明 非常准时 没有网上说的误点很长时间 难道是我运气好 呵呵 昆明--上海 晚点了差不多一个小时 不过春秋一直在广播里一再的道歉 觉得服务还是不错的 晚点也可以理解 飞机上有类似东方CJ 的促销导购  应该被叫做春秋CJ 哈哈 闲来没有事情看看 时间倒是过的很快 唯一缺点就是 位置实在太小 不过这个价格么 性价比还是OK 了
"[""还行""]",换上春秋的热铬纸，花钱选来的座位，短驳，航空管制，脚伸不直，腰背挺着，没有食物饮料，没完没了地直销导购，空乘们不流利的口条……可惜神马都是浮云，价格才是王道（建议春秋研究研究推出机翼封箱带系列世博小矮凳座位）。
"[""好""]",第一次远途旅行，“尾随”非常有旅行经验的同学，订了春秋颇为便宜的机票。
"[""很差""]",报了春秋去厦门的团，坐的是他们的航班。时间竟然是早上7点30的。很早就去机场了（大概5点左右就出门了），由于是春运高峰，安检还要脱鞋子。登机还要坐摆渡车！！！飞机倒是没有头等舱，但是位子太挤，坐了难受死了，只适合2小时以下的航程。一直推销商品，烦死了。（回来的航班是晚上10点的，但还在推销），以后打死也不坐它们的飞机了！！！回来还把我们托运的旅行箱弄坏了（去过好多地方，头一次遇到这种事），当场就赔了一个。
"[""很好""]",真的就买到他家199的机票了。真是很开心。是在网上预订的。然后打他家客服的电话客服也很耐心的指导。现在就等着开始旅程了。应该会挺好的吧。网上说他家现在机上的售卖活动也减少了。人性化服务增加了。
"[""还行""]",坐过一次他们家的飞机，当然是冲着便宜的票价去的。整个飞行过程里面就送一瓶小瓶装的水。然后就是推销纪念品。飞机座位靠的很近，坐的不太舒服。不过便宜机票忍个1-2小时还是完全没有问题的。但是有些航班时间实在不是太好，那情愿再多花点钱，选择别家航空公司。
"[""还行""]",怎么说呢，和一些国营航空公司，没法比，不过机票很便宜，有99的，从大连到上海只有199，上飞机就一直推销迪士尼的产品，不过毕竟一分钱一分货嘛。
"[""还行""]",买过他家99元的机票，价格是实惠的。飞机也是小的，晚点也是经常有的。
"[""还行""]",飞机小了点，主要是冲着他们的特价票去的，服务都还可以，就是不太喜欢飞机上的商品推销，不管喜不喜欢都得听，影响正常休息。还有就是飞机场里自助机票打印机老是故障不太方便。偶尔会有晚点现象，没办法啦，谁让人家便宜呢！
"[""很好""]",在春秋买了无数次机票，真是便宜啊，相当便宜。我是不介意飞机小、常颠簸，还有各种广告，只要够便宜就好。
"[""好""]",春秋经常推出来99元特价机票活动，有一次帮家人订上海到青岛的机票，订的是199元/人的，后来因为网上银行限额关系没成功，再订进去的时候发现是99元的票，让我偷着乐了半天
"[""好""]",就冲着它的便宜，作为穷人来说当然就坐春秋的飞机啦~~~
"[""好""]",和妈妈去厦门玩订的春秋，虽然网上很多人说春秋的航班经常要晚点的，不过我们蛮幸运的，去和回都是准点。坐的位置蛮挤的，不过这个价格也不要过多要求啦。就是上面一路推销有点烦。
"[""还行""]",价格很便宜的，飞机上什么都不提供的，连水都没有，全都要自己出钱买的。每排6个座位，一共30排吧，不过还算ok吧，就是会推销产品和推荐你办理春秋龙卡。回程的飞机遇到气流了，颠簸的有点厉害，不过好在，安全着陆了。
"[""还行""]",春秋航空推出的机票很优惠，但是还不是很喜欢做春秋航空除非其他的航空公司机票特别贵，春秋航空完全自助，什么都不提供，最令人受不了的是在飞机上销售货品迪士尼的毛巾、剃须刀什么的，有时候想休息一下都不能，太吵，票价是真的便宜
"[""差""]",什么时候都是春秋的机票最便宜！
"[""还行""]",自助游买过两次，三亚和青岛的，我是不指望抢到99元的，买到两三百的就心满意足了。
"[""差""]",开通了到香港的航线，很兴奋，看着便宜诱人的票价，选择了尝试。。结果，没想到，这就是所谓的春秋航空，差的也太多了吧！飞机小，坐着腿都能顶到前面的座位，靠背是笔直的，死硬死硬的，这还怎么个靠法？坐的人实在难受死了！！还是坐满的，好多旅行团的人。。。机上不提供食物的，一碗饭要42块。。三个小时才到香港，饿的半死。。。下飞机的时候感觉人的力气都么了。。。真是便宜没好货！
"[""还行""]",第一次乘春秋的航班，因为早就挺闻春秋的航班不供餐也就算了，晚点还出了名的。
"[""还行""]",因为在外地上的大学，来回都买飞机票，前后大概坐了16次的春秋，其中有10是晚点的，有一次更绝，本来定的是晚上十点的飞机，十点的时候说飞机机械故障延迟一个小时，一个小时后又说修不好了，只能推迟到第二天起飞，然后很多人就在那里跟春秋的工作人员吵啊闹的，真的很无语，结果还不是听从安排去宾馆睡觉！！到了宾馆，又开始吵，春秋那边安排2人一间，很多乘客不愿意说都不认识的不放心啊什么的，我不管直接先要了一间，如果有人愿意同住就过来我不介意，所以先去睡了，后面也没人来，一人一间这算是那天最舒服的一刻！
"[""很好""]",网上订好机票了看到DP上的点评
"[""很差""]",怎么来评价春秋航空，用一个差字简直是在夸奖他们，航班不准时，座位空间太小，换登记机牌的时候，地勤人员还会推销他们前排的飞架票，要另加30元，牛！！，来回厦门都是春秋航班，两次都误点，上了飞机后，整个行程像个推销会，卖鸡腿、鸡翅、薯片。。。。。，绝的是还有卖春秋围巾、飞机模型的。。。。，最绝的是卖白开水，一杯3元，续杯3元。。。。，春秋真是想钱想疯了，和ty商量了，以后打死也不做春秋的班机了。
"[""好""]",去大连机票就是在春秋航空买的，大连回上海时抢到了他家的特价票199元的，在机场打印发票时，工作人员还说，能在7月旅游高峰期抢到特价票真不容易的。听人家说，春秋航空的班机经常晚点的，没想到来回的班机都没有晚点，还真是幸运的。
"[""还行""]",春秋航空，老资格了~
"[""好""]",和朋友今年三月去厦门的时候就订了春秋航空的飞机
"[""还行""]",非常低价格的机票发售点，曾经订到过200多块钱的机票到上海，不过春秋线路太少了，要是多点就更好了，适合旅游的人，看好低价格的票再订，很划算的。
"[""差""]",很雷人的飞行经历。只比同时间的其他航空公司便宜40元，我咋觉得我就是2等公民。
"[""还行""]",客观平价只能说很一般，非常非常的普通。
"[""还行""]",我是春秋的老会员了，每次出门坐飞机首选是春秋。
"[""还行""]",毕竟是廉价航空，所以必然有自身的缺点，但是总体还是不错的，嘿嘿，但是颠覆了我坐飞机的印象，我感觉怎么是在坐火车啊，还多人排队拿登机牌啊。。。。。。队很长，感觉只有火车站才这么多人把，便宜的东西大家都来了。。。。贵阳到上海的春秋登机牌是个烟盒，打的云烟的广告！上海到贵阳的居然就是一张很薄的纸。。。。就象收银条一样，害我差点混淆和其他纸一起仍掉。。。。飞机上的推销就不说了，很烦，总在我睡熟时候把我吵醒，声音巨大。NND。依然买的人很少，：）。这次做的是A320，飞机很大，但是春秋的座位很窄，这样座位很多，成本下降。还有空姐是比较不漂亮，脸上还有痔，很恶心，颠覆空姐的美好形象.不过春秋有免费到人民广场的大巴，到达国内到达大厅后别急着走，有人会举春秋的绿色旗子等客人下飞机然后送到人民广场。不过好象部分班机有，我这次的就有可以在网上选择班车，在订单那里。这样到市区很方便，这个非常好哈，节约几十块。因为便宜下次还坐
"[""还行""]",印象中好像只做过一次春秋的，是去厦门的那次。其实之前对他的印象就是便宜呀，所以也只看中他的便宜喽
"[""差""]",受打击了，受打击了，第一次坐飞机要称随身行李的，今天从上海飞重庆，为了便宜在网上看了2个星期的票最后订了春秋的。早早来到机场办登机手续，结果告知要称随身行李和托运行李加起来一共不能超过15kg，貌似以前也坐过几次春秋的都没有碰到过这个情况，然后一打听还不是我一个人被罚了。结果罚了200多，还不如买其他航空的票呢，多花几十元，还有水喝，还有东西吃。
"[""还行""]",统共没坐过几次飞机，其中春秋倒占了相当比例了，没办法，便宜嘛。
"[""好""]",不过她家的航空公司的飞机就令人无语了，不但小，脚伸不开，而且还在飞机上推销，让人睡都睡不着啦~~很郁闷的说啦！！不过价格还是相当便宜的啦~~
"[""好""]",很好的一家旅游公司，价格便宜，估计是在上海最便宜的一个了，服务员态度很好，很热情，这次是想要去法国巴黎玩，咨询了很多问题，接待员都是很热情的回答，很不错！
"[""还行""]",比较优惠的价格　现在坐飞机算的上是比较亲民的价格了
"[""很差""]",这是历史上最恶心的航空公司. 我想不出再难听的又适合在公共场合泄愤的词语来说它了.
"[""还行""]",“鼎鼎有名”的航空公司啊
"[""还行""]",春秋的飞机
"[""还行""]",人呀，总是贪心的！
"[""还行""]",一到春秋换登机牌的地方就开始搞花头，让我们多加30元每人可以选个靠前面的位子，这样可以减少尾部噪音。还好我没上当，我们的团友时候告诉我，没意思的，就是骗钱的。
"[""很差""]",第一次乘坐春秋航空，来回香港，下飞机看到行李的时候惊呆了，整个箱子的轮盘和架子都没了，只有一个光秃秃的箱子，拉杆也断了，无法拉了。
"[""好""]",之前和亲戚一起出去玩的时候就是这家，觉得还不错吧，比较平价路线的。整体机型也小，飞机也比较拥挤的那种，但是一分价钱一分货。
"[""还行""]",国内最有名的低成本航空公司了。
"[""差""]",实在受不了春秋航空了，以前觉得价格便宜才定的，现在看来其实也不算很便宜。以前飞机上至少还有水喝。现在什么都没有，要喝水，掏钱买。飞机晚点没有吃饭，上了飞机饿了？不好意思，掏钱买。
"[""还行""]",跟团去厦门的时候来回坐过两次，去的时候还好，便宜么，当然不要指望什么服务了，人手一瓶矿泉水。回来，我们就有准备了，事先买了点心，因为正好碰上饭点，飞机上是不提供晚餐的。还有怕怕的是，那天上海下大雨，快到的时候，广播已经播报本次航程马上要结束了，我们都准备要下飞机了，可能由于天气缘故，飞机在机场上空来回兜了好几圈，对他们来说这种情况司空见惯吧，所以没有给任何提示，但对我们乘客心理就慌慌了，不知道为什么不降落，只感觉飞机忽上忽下的，大家都很担心，那十几分钟很难熬，大家都非常紧张，真希望他们更顾及乘客的感受，随时作一下解释，安抚一下乘客的情绪。
"[""还行""]",我和老婆每次出去旅游，大部分都是乘春秋的航班（到桂林，西安，三亚等），基本上我会规划好旅游时间，然后提前20-30天订机票，所以我订到的机票基本上都是199或者299的票子（春秋就是便宜），比做火车时间上节省很多，而且价格上基本相差不大，虽然春秋的飞机确实是很小，座位确实是很窄（比做公交车还窄），机上也没有任何吃的东西免费提供，但至少好歹有个座位，只要忍住2-3个小时，比坐几十小时的火车强多了。春秋的航班虹桥机场和浦东机场都有，我都坐过，而且都晚点过，这是我最受不了的地方，记得去西安那次从下午14：05晚点到20：45，我真是火大啊。
"[""还行""]",原先去HK坐的都是港龙，今年实在贵了点，就改坐春秋的了，订的是明年大年初一的票，说老实话，上次去青岛也是抢到他们家99元的票，他们家没什么好，就是价格便宜~（现在还有抢票活动，最便宜的只要9块钱，天呐！）
"[""好""]",价格便宜！
"[""很好""]",春秋航空去上海有最便宜的99块钱
"[""还行""]",国庆乘飞机去江西，用的春秋商银通的消费卡，等于机票没出钱啦，直接抵扣了，春秋飞机果然是又小又挤，从窗外看机翼都有补过的痕迹。。。不过感觉驾驶员的技术比上航的好嘛。。。没让我心很DOWNING
"[""还行""]",买的最便宜的特价机票去青岛，还真是便宜没好货。时间点一般不好，而且经常性的晚点。换登机牌时被告知，花20元可以换前排的位置，因为后面的声音太响，震动太大。登机后，一路上很难受，发生了几次颠簸。头晕耳鸣的厉害。所以以后买机票尽量不买春秋的了、
"[""好""]",其实我觉得挺好的 也许我做的不多 正巧都很准时
"[""还行""]",定的上海到天津的下午票，同学之前是早晨第一班，没有延迟和误点，就是飞机上很吵推销东西的，希望自己这次出行一切顺利!
"[""好""]",价格便宜，99元的经常买到。最贵买199元，在这个黑暗的时代，绝对是属于神化的。
"[""还行""]",说实话，我挺喜欢春秋的。因为它能够给我提供比较物美价廉的机票。
"[""很好""]",真没有想到，春秋越来越给力了，厦门机票竟然是9元，爽呀爽呀！对于不追求飞机大小的人爱说，春秋真的是第一选择！支持
"[""很好""]","通过春秋航空定的上海-澳门3天自由行,住宿葡京2晚,早上7:10分浦东机场出发,另付了50块钱,挑了个紧急通道处的座位,脚可以自由伸展.飞机很准时,起降也很平稳,全程没有推销,很安静,需要毛毯的可以向空姐申请,不要钱,自己带好空瓶,临上飞机前在机场灌满水就可以了.倒是周三返回上海时,因这天春秋没有自己的航班,给我安排到了东航下午16:00的,时间上倒是非常好,可惜东航的服务实在太差,一上飞机就向空姐申请需要小靠垫,回答竟然是被前一班的乘客们顺手牵羊了,所以没有了,我靠!骗谁呢!!!我观察了下,诺大个机舱内,除了头等舱外,几乎没有人拿到靠垫,或者毛毯,报纸也不发给乘客看,一个空姐将一大堆的报纸统统塞到行李架上去了.以后飞港澳,还是选春秋,虽然选座位时稍微加了点银子,但总价仍然很便宜,不像东航,多花了钱,根本就没买到好的服务,心里很不爽."
"[""好""]",在其官网上秒杀了去上海的机票，299元。看到特价机票很多，有99元、199元、299元、399元等99系列特价机票，因为成本关系不送票，但是如果需要机票报销，可以去机场的柜台打印。没有免费的饮用水、餐食等，如果想往前排坐还要加几十元钱。之前在网上看到很多恶评，心里比较忐忑，但是第一次乘坐，公允地讲，我觉得还是相当不错。
"[""还行""]",春秋的价格绝对是吸引人的，当然也要从机票开始节约和被省掉所有不必要的开销。一般没有直接从登机口进入飞机的，因为廊桥费要省，大多都是乘摆渡车到飞机的，如果有行动不便的老人或天气恶劣就麻烦了。以前飞机上有一瓶水现在可好了连水都没有了，我可以自己在候机楼装好水带，但是推销真的很让人崩溃，如果飞行时间是两小时之内的，我还勉强下，长时间的绝对不能坐春秋，座位又小推销又劲爆根本没办法休息的。另一人让人受不了的就是起飞和降落真的很有激情，减少滑行距离也是为了节油？
"[""还行""]",第一次做的飞机就是春秋
"[""差""]",飞机票是很便宜，但是加上燃油附加费，机场建设税也不便宜了
"[""还行""]",费用非常的便宜，可有时候会跟南航的价位差不多，位置太小，免费的矿泉水也取消了，最糟糕的是经常误点，有时候还要在飞机上坐近一个小时才起飞。
"[""差""]","Not the worst but not so good either for a low cost airline.  Flights are delayed both departing from and returning to Shanghai.  1/4 of the total flight time is spent listening to the blah blah blah of in-flight sales..............junk products.  BE AWARE that Spring Airlines allows only 15kg of luggage weight.  That is 5 kg short of CAAC's recommendation.  Furthermore, the 15 kg INCLUDES all hand carry items.  On board amenity is basically not available.  No lunch no drink service and no in flight entertainment.  Yes, you will save a few pennies (i.e. fens) flying Spring Air.  However, the author would prefer spending another 5% riding on a fully functional airline."
"[""很差""]",是在是太吵了！！！！！！！！！！！！！！！！！！！！！！！！！！
"[""还行""]",春秋航空是国内民营航空当之无愧的一哥啊，走的是经济航空的路线，不过价格虽然比较可人，但是随着国家政策的紧缩，貌似一路走来也颇为坎坷，飞机小，位置挤，误点率高这些都还能理解，但是服务水平和机上叫卖就让人觉得有点雷了。希望能尽快改善服务。毕竟我相信大多数商务旅客还是喜欢安静的。
"[""很好""]",旅游往返坐得都是春秋的班机，感觉非常不错！价格公道，该有的服务一个也不少，位子大小和国航、东航的差不多，都是准点出发到达。下次还会继续选择。PS：如果有人嫌推销食品不好，你不买就行了，又不会在你耳边一直叫
"[""好""]",国内自费旅游，特别是资金比较紧张的时候，特别喜欢预订春秋航空的航班，不过话说回来，一分价格一分货。春秋的不足也是蛮多的，比如位子空间小，有推销，没有餐。但是怎么说呢，服务建立在成本之上，还是能够体谅的。
"[""还行""]",买过两次，都是晚上的灰机
"[""还行""]",看了都是恶评，不过廉价嘛，都说便宜没好货，所以大家在享受低价的时候，也应该有准备了。以前有阵子会坐的。因为个子小，空间小对我来说好像没什么关系。然后飞机上推销我就当做是飞机上无聊时间打发的途径了，就是航班时间要么非常早，要么非常晚，这点很不舒服，搞的睡觉都没办法睡好，另外就是晚点现象，这个其他家也都有，就是碰上时间比较晚的航班就很头疼了。有一次晚了3个小时，到了机场有大巴送到人民广场。
"[""还行""]",晚点晚的实在够给力。一两小时纯属正常。
"[""还行""]",提早一个月抢到了来回香港的最低机票 两个人来回算下来人均800多。已经听过大家的恶评，做好了预防准备。结果除了确实挤和春秋飞机操雷人外 其余感觉还好 还有水（380ml的农夫山泉）和饭（方便饭）蛮贵。
"[""还行""]",自己出钱旅游，省字当头，都是夜间的小飞机。服务ok，没东西吃。晚上的天空黑漆漆，没什么好看的。出发的飞机晚点了一个多小时起飞的，但是回来还是挺准时的。
"[""还行""]",因为去海南的时候报的是春秋的团，
"[""还行""]",低价到无人不知无人不晓的航空公司
"[""还行""]",完全靠价格取胜的航空公司。座位间距很小，女士都伸不开腿，男士就更不舒服了。如果再遇上前排的乘客总是习惯将靠背放倒，那后面的人就遭殃了，就会感觉你的脸会贴上前排靠背了。没有吃喝免费供应，原来还送一小瓶纯净水，现在也取消了。所有的食物饮料都要买。全程都在卖东西，空姐空少变成了商品推销员。做春秋航空的员工，还挺不容易的。不晓得是不是卖得多，有提成！
"[""很差""]",纠结啊，不知道怎么说呢，气愤啊
"[""很好""]",2011年2月2日，去昆明的这架飞机空哥说是大飞机，有180个座位，我这班坐了173个乘客，中途在常德桃花源机场停了3刻钟，下去了一批乘客，又上来了一批，在飞机上的杂志中看到常德有很便宜的打折机票，不知常德有啥风景，下次我也去兜兜。在空中机内是26度，机外是零下62度，这还是叫法国空中列车，就是座位略挤，在9600米高空飞行看到了常德的大地，看到了一朵漂亮云彩，看到了昆明的山。这空中列车能拉到12000米，常德到昆明也有1600公里，还得开1小时40分钟，常德和昆明气温都是15度，很宜人。
"[""还行""]",一分价钱一分货吧 就是飞机上实在很吵 空姐的衣服颜色也很难看 虽然没有吃的 但是可以自己带饼干上去 位子比较小
"[""还行""]",这次飞石家庄就是买的春秋航空的机票.很便宜才59.过2天看才9块.真的便宜啊.加上燃料费什么的一共也就200不到
"[""还行""]",春秋航空最早出名的就是它的廉价。
"[""好""]",今年1月去香港的时候抢到了春秋的299特价票，第一次选择春秋，首先价格相当的给力啊~~
"[""差""]",春秋国旅的飞机真是小啊，不光整体机型小，连位子都小。去厦门旅游时网上订了春秋的航班，价格还不是特别便宜，300多，和其他航空公司一样，但是服务的质量和其他航空公司没的比。首先在登机时就要求你加20元，说可以给你选位子，不然就是坐在最吵的、最后面的位子，而选的位子也不过就是中间一点，没听说过硬把乘客往不好的位子上放的，感觉在威胁你，不加钱就别怪我们给你的位子差。其次，春秋飞机有专门的候机室，里面的东西很贵，由于路上没有吃东西，只能买了包泡面，要18块，贵，本来想上飞机再吃的，谁知道有人友情提醒了我，飞机上连开水都要钱的，呵呵，只好狼吞虎咽的把泡面吃了，免得上飞机又要收费。后来登机后，不幸所坐的椅子还是有点坏的（谁叫你没加钱呢？），也只能不响了。好不容易坐好，春秋就开始打广告了，不停的介绍，没完没了～～
"[""还行""]",以前飞天津，大连总是乘春秋航空的班机
"[""还行""]",以前去广东厦门等南方城市就经常坐春秋航空公司的飞机。
"[""还行""]",虽然还没坐过春秋航空，但是听以前有位朋友是虹桥机场，春秋的，听说飞机位置是比较小的，而且机上没有送餐的~虽然价格便宜，但是也是一分价格一分 货啊~~！
"[""差""]",不得不说除了便宜就没有别的优点了
"[""还行""]",哎，人生的第一次坐飞机，就献给了春秋航空啊~~~公司去厦门，一直在网上等春秋的特价机票，结果99块钱的没抢到，抢到了199的，也好也好，总是划算的。对于我这个从来没坐过飞机的人来说，就更是激动了。
"[""还行""]",他们家就只有一个优点就是便宜，缺点就比较多了，飞机小座位小没有餐饮，上次跟我老公两个人一起居然给我们两个分开的位置，说是想要坐一起就要加钱给安排到前面的位置，真的有点过份，总之就是一切向钱看！
"[""还行""]","因为报了春秋国旅,所以当然是坐春秋的飞机拉~那个啥,便宜果然是如此阿,什么吃的都么有~然后内,从头到尾都有推销东西哦~不过不是强求的说~话说我还在上面买了东西呢~~~"
"[""好""]",以前老爸去新疆出差，我都是在春秋上帮他买的飞机票，因为便宜吗，而且可以选位子，买的越早越便宜呢~~真的是很实惠的，而且方便又环保，一举两得~
"[""还行""]",买过199的特价票，反正是去比较近的地方，一个多小时就到了，还是很合算的。
"[""差""]",是去年出去旅游了吧，那个时候算是去度蜜月吧                               
"[""还行""]",12月13日去哈尔滨，为什么上次去青岛这么差还是选这家呢---因为便宜，太便宜了，去哈尔滨299元，回来只要199元，而且时段还不错（上行最便宜的要340）这次都有延误不过在1小时内，还算能接受，这次的航班上春秋的推销真是很成功阿，很多人争先恐后的购买食物和商品，有些东西竟然卖空了。看样子长时间坐飞机的无聊可以促使人们对新鲜事物的活跃。
"[""好""]",唉，说实话，买春秋航空的机票就是图个实在。有时候，飞机票比火车票还便宜，而且时间又大大缩短，那么在飞机上的服务稍微差强人意也就算了。想想火车上的服务也不见得好到哪里去呢。呵呵，在中国，就是要有一个知足的心态。要不然，你想，春秋航空上不提供正餐什么的，你还要跟他闹不成啊？
"[""还行""]",适合穷人乘坐的飞机，我是穷人我选择它，无可厚非！所以不能计较座位之间的距离有多小，不能计较飞上天后就会有航空购物的不断打扰，不能计较整个飞行旅程连一瓶水都不给喝。我选择春秋就是因为便宜，对于我们这些穷人来说价格是王道！！所以去桂林我选择了春秋、去厦门我选择了春秋、去重庆我还是选择了春秋～～以后还会继续选择！
"[""还行""]",春秋航空是国内比较大的旅游公司，自助游，团游什么都有，还有自己的飞机，特价机票也是很吸引人，经常有99元的特价机票，但是他们的飞机实在太小鸟，飞行过程中还不提供食物和水，只能觉得他们是在跑量不保质。
"[""很好""]",机票绝对便宜，掌握技巧提前订，票价加上机建燃油费才400多（票价比机建燃油费便宜），去香港才99元，太心动了，这是其他航空公司很少见的。不过便宜有差异化，比如：
"[""还行""]",真的是很便宜，最便宜的特价票一般抢不到~~还有稍微贵一点的，贵个100吧~~
"[""还行""]",去厦门99块的没弄到 退而求其次的是199和240的机票
"[""差""]",去厦门的时候坐的航空公司，机票真心便宜，可是座位与座位之间小的要死，要是一米八一米九的人坐肯定会有想死的感觉，除非你坐在第一排。还有就是来回都有人推销，真是脑残。。
"[""还行""]",价格便宜，座位N小，东西掉到地上基本去捡的难度N高，
